Id,Title,Price,Square,District,City,Date
168226,Siêu phẩm ngắm máy bay - đẹp - Giá rẻ - phòng Đường Sơn Kỳ P.Sơn Kỳ Q.Tân Phú,3.4 Triệu/tháng,20 m²,Tân Phú,Hồ Chí Minh,3.4 Triệu/tháng
168222,Phòng ĐẦY ĐỦ TIỆN NGHI - Thương lượng,3.5 Triệu/tháng,22 m²,Phú Nhuận,Hồ Chí Minh,3.5 Triệu/tháng
168220,cho thue phong tro full noi that gia tu 3trieu,3 Triệu/tháng,20 m²,Thủ Đức,Hồ Chí Minh,3 Triệu/tháng
168219,CHO THUÊ PHÒNG TRỌ GẦN NGAY SÂN BAY,3 Triệu/tháng,22 m²,Gò Vấp,Hồ Chí Minh,3 Triệu/tháng
168074,"Phòng đầy đủ nội thất gần Coopmart Cống Quỳnh, đại học Sài Gòn quận 1",3.7 Triệu/tháng,25 m²,Quận 1,Hồ Chí Minh,3.7 Triệu/tháng
168216,"Cho thuê phòng trọ có gác,gần vòng xoay hàng xanh Bình Thanh",3.5 Triệu/tháng,25 m²,Bình Thạnh,Hồ Chí Minh,3.5 Triệu/tháng
168215,Cho thuê 1 lầu tầng 3 riêng biệt có thể dọn vào ở ngay,4.5 Triệu/tháng,30 m²,Phú Nhuận,Hồ Chí Minh,4.5 Triệu/tháng
169663,Phòng trọ đẹp ngay đầu đường Nguyễn Văn Đậu - Quận Phú Nhuận,3.7 Triệu/tháng,20 m²,Phú Nhuận,Hồ Chí Minh,3.7 Triệu/tháng
169736,PHÒNG SẠCH ĐẸP GIÁ TIẾT KIỆM CHO SINH VIÊN-NVVP NGAY LÝ THƯỜNG KIỆT,2.3 Triệu/tháng,20 m²,Quận 10,Hồ Chí Minh,2.3 Triệu/tháng
157699,"Phòng 20m2, cửa sổ WC trong gần Hoàng Diệu 2 cần cho thuê",3 Triệu/tháng,20 m²,Thủ Đức,Hồ Chí Minh,3 Triệu/tháng
168935,cho thuê phòng lầu đúc đường cách mạng tháng tám  ngay trung tâm quận 3,3 Triệu/tháng,20 m²,Quận 3,Hồ Chí Minh,3 Triệu/tháng
169704,"Nhà trọ mới xây giờ tự do 60/26 Đường Bình Trị Đông Phường Bình Trị Đông, Quận Bình Tân",2.2 Triệu/tháng,30 m²,Bình Tân,Hồ Chí Minh,2.2 Triệu/tháng
124082,"Cho thuê phòng trọ khang trang, đẹp, tiện nghi Q4",3 Triệu/tháng,20 m²,Quận 4,Hồ Chí Minh,3 Triệu/tháng
169374,"PHÒNG rất ĐẸP 20M2 – 205/41/34 Phạm Văn Chiêu, P.14, Q.Gò Vấp (WC riêng, Máy Lạnh, Máy giặt)",2.8 Triệu/tháng,20 m²,Gò Vấp,Hồ Chí Minh,2.8 Triệu/tháng
169730,"Cho thuê Phòng 5.8 tr, gần chợ Bà Chiểu, full NT vào ở ngay",5.8 Triệu/tháng,30 m²,Bình Thạnh,Hồ Chí Minh,5.8 Triệu/tháng
167683,"Cho thuê phòng 6tr, có bancol ,Hàng Xanh Bình Thạnh",6 Triệu/tháng,40 m²,Bình Thạnh,Hồ Chí Minh,6 Triệu/tháng
169332,"Phòng Cho Thuê P.14, Q.Tân Bình , 1.500.000đ ( Bao điện + nước )",1.5 Triệu/tháng,12 m²,Tân Bình,Hồ Chí Minh,1.5 Triệu/tháng
130634,"Cho Nữ thuê phòng trọ cao cấp đường Nguyễn Thị Tú, sạch và mát , 1.8 triệu/phòng",1.8 Triệu/tháng,20 m²,Tân Phú,Hồ Chí Minh,1.8 Triệu/tháng
169372,"Phòng Trọ Cao Cấp MT Phan Anh (Tô Hiệu), Gần Hufi và Văn Lang",2.6 Triệu/tháng,16 m²,Tân Phú,Hồ Chí Minh,2.6 Triệu/tháng
165786,"PHÒNG TRỌ THÀNH PHỐ THỦ ĐỨC CẠNH KHU ĐÔ THỊ VẠN PHÚC, GIGAMALL",2.9 Triệu/tháng,25 m²,Thủ Đức,Hồ Chí Minh,2.9 Triệu/tháng
168603,"Phòng đẹp, rộng, bảo vệ 24/24, có 2 gác chia 2 không gian",3.3 Triệu/tháng,35 m²,Thủ Đức,Hồ Chí Minh,3.3 Triệu/tháng
169725,PHÒNG TRỌ MỚI XÂY 25M2 TẠI QUẬN TÂN BÌNH - GIÁ 2TR5,2.5 Triệu/tháng,25 m²,Tân Bình,Hồ Chí Minh,2.5 Triệu/tháng
169722,"CHO THUÊ PHÒNG TRỌ - ĐẦY ĐỦ NỘI THẤT, MỚI 100%",3500 Triệu/tháng,30 m²,Quận 9,Hồ Chí Minh,3500 Triệu/tháng
156802,"PHÒNG TRỌ MỚI XÂY, ĐẦY ĐỦ NỘI THẤT, ĐẸP NHƯ KHÁCH SẠN, GIỜ GIẤC TỰ DO, GẦN AEON MALL",2.3 Triệu/tháng,25 m²,Tân Phú,Hồ Chí Minh,2.3 Triệu/tháng
169705,"Cho thuê căn hộ full nội thất tại 121-123 Đường Song Hành, Phường 10, Quận 6",5 Triệu/tháng,40 m²,Quận 6,Hồ Chí Minh,5 Triệu/tháng
169703,"Nhà trọ mới xây 100% mới 43/3 đường Trương phước Phan P. BTĐ, Quận Bình Tân",2.5 Triệu/tháng,30 m²,Bình Tân,Hồ Chí Minh,2.5 Triệu/tháng
169721,"Nhà nguyên căn mới xây, DT sử dụng 50m2, 1 phòng ngũ, 1 phòng khách, 1 WC, Chỗ để xe,",5 Triệu/tháng,50 m²,Quận 11,Hồ Chí Minh,5 Triệu/tháng
151236,"PHÒNG CHO THUÊ  CÓ ML, TỦ BẾP -SÀN GỖ- HXH 140 PHẠM VĂN CHIÊU, P.14, Q.GÒ VẤP (Giá chỉ từ 2.3 Triệu)",2.3 Triệu/tháng,18 m²,Gò Vấp,Hồ Chí Minh,2.3 Triệu/tháng
149108,"PHÒNG CHO THUÊ 21/1 TRƯỜNG SƠN, P.4, Q.TÂN BÌNH, DT: 15M2, GIÁ GIẢM SỐC (GẦN SÂN BAY, CÔNG VIÊN)",2.2 Triệu/tháng,15 m²,Tân Bình,Hồ Chí Minh,2.2 Triệu/tháng
168115,Phòng mới xây-hẻm ô tô- thoáng mát- sân phơi và bãi để xe rộng rãi tại ngã 4 D2&UVK-giá chỉ 2.9tr,2.9 Triệu/tháng,20 m²,Bình Thạnh,Hồ Chí Minh,2.9 Triệu/tháng
127573,"PHÒNG MÁY LẠNH CHO THUÊ CÓ BẾP, BAN CÔNG THOÁNG MÁT Q3, CMT8",3.8 Triệu/tháng,30 m²,Quận 3,Hồ Chí Minh,3.8 Triệu/tháng
168278,Cho thuê phòng trọ 12m2 hẻm 581 Trường Chinh quận Tân Phú,2.3 Triệu/tháng,12 m²,Tân Phú,Hồ Chí Minh,2.3 Triệu/tháng
168270,"KTX, Căn Hộ Khu Biệt Thự Simcity",1.5 Triệu/tháng,250 m²,Quận 9,Hồ Chí Minh,1.5 Triệu/tháng
168263,"KTX, Căn Hộ Khu Biệt Thự Simcity",1.5 Triệu/tháng,250 m²,Quận 9,Hồ Chí Minh,1.5 Triệu/tháng
153295,"PHÒNG ĐẸP NHƯ CĂN HỘ MINI 1PN, PK,  7A/9 THÀNH THÁI, P.14, Q.10 - GIẢM GIÁ TỐT MÙA DỊCH CHO KH",4.4 Triệu/tháng,30 m²,Quận 10,Hồ Chí Minh,4.4 Triệu/tháng
168213,Phòng trọ phan văn trị giá 1 triệu 3,1.3 Triệu/tháng,15 m²,Gò Vấp,Hồ Chí Minh,1.3 Triệu/tháng
167355,"Phòng trọ trong nhà trọ 2 lầu, an ninh, sạch sẽ, có gác lửng, lối đi riêng, wifi, TH cáp",2.1 Triệu/tháng,16 m²,Quận 10,Hồ Chí Minh,2.1 Triệu/tháng
168264,Cho thuê phòng trọ gần ngã tư Phú Nhuận,2.5 Triệu/tháng,18 m²,Phú Nhuận,Hồ Chí Minh,2.5 Triệu/tháng
148393,"giá từ 1,500,000- 2,900,000 Phòng mới đẹp nằm trong  nhà lầu kiên cố",1.5 Triệu/tháng,20 m²,Quận 9,Hồ Chí Minh,1.5 Triệu/tháng
168262,Cho thuê phòng 1 người ở khu dân cư yên tĩnh,1.5 Triệu/tháng,15 m²,Bình Thạnh,Hồ Chí Minh,1.5 Triệu/tháng
168089,"Phòng mới, nội thất, ban công. Sát ngay VINCOM Phan Văn Trị",2.8 Triệu/tháng,20 m²,Gò Vấp,Hồ Chí Minh,2.8 Triệu/tháng
168256,Phòng trọ Quận 9 - Long Thạnh Mỹ diện tích 35m²,3 Triệu/tháng,35 m²,Quận 9,Hồ Chí Minh,3 Triệu/tháng
167998,"Cho thuê phòng mặt tiền Đinh Bộ Lĩnh, giá siêu rẻ",2 Triệu/tháng,20 m²,Bình Thạnh,Hồ Chí Minh,2 Triệu/tháng
168253,Cho thuê mặt bằng. Kd online hoặc tiệm tóc,6 Triệu/tháng,35 m²,Quận 3,Hồ Chí Minh,6 Triệu/tháng
167960,ký túc xá cao cấp - hiện đại - giá sinh viên,1.15 Triệu/tháng,68 m²,Quận 10,Hồ Chí Minh,1.15 Triệu/tháng
168252,Cho thuê 2 Phòng trọ Quận 10 siêu rẻ - có nhận môi giới hoa hồng cao,2.8 Triệu/tháng,15 m²,Quận 10,Hồ Chí Minh,2.8 Triệu/tháng
163624,"CHO THUE PHONG TRONG NHA NGUYEN CAN, HUYNH TAN PHAT QUAN 7",2.2 Triệu/tháng,14 m²,Quận 7,Hồ Chí Minh,2.2 Triệu/tháng
168248,"CHO THUÊ PHÒNG Q10, ĐỐI DIỆN SIÊU THỊ BIGC",1.5 Triệu/tháng,12 m²,Quận 10,Hồ Chí Minh,1.5 Triệu/tháng
168329,Cho thuê CHDV FULL NT cao cấp Q.Tân Bình sát sân bay,5.5 Triệu/tháng,40 m²,Tân Bình,Hồ Chí Minh,5.5 Triệu/tháng
168327,"Phòng trọ 20m2 mới 100% sát bên Q1, ngay chân Cầu Bông",3.5 Triệu/tháng,20 m²,Bình Thạnh,Hồ Chí Minh,3.5 Triệu/tháng
168328,"Phòng trọ cao cấp full NT 35m2 có ban công sát Cộng Hòa, Tân Bình",4.8 Triệu/tháng,35 m²,Tân Bình,Hồ Chí Minh,4.8 Triệu/tháng
168323,Gía siêu rẻ sở hữu phòng tiện nghi full mini 3.500.000 VND,3.5 Triệu/tháng,30 m²,Bình Tân,Hồ Chí Minh,3.5 Triệu/tháng
157317,"Căn Hộ Mini Full Nội Thất,có Bếp Ngay Đường TRần Lựu Quận 2 LH: 0586 9999 68",4.9 Triệu/tháng,40 m²,Quận 2,Hồ Chí Minh,4.9 Triệu/tháng
168321,Phòng trọ sạch đẹp. Khu an ninh yên tĩnh riêng tư,3 Triệu/tháng,40 m²,Thủ Đức,Hồ Chí Minh,3 Triệu/tháng
168318,"CHUYỂN NHƯỢNG PHÒNG TRỌ!!! Phước Long B, TP Thủ Đức (Quận 9 cũ)",3 Triệu/tháng,26 m²,Quận 9,Hồ Chí Minh,3 Triệu/tháng
168317,"Phòng trọ giá tốt gần chợ, siêu thị Coop, Gym 9999 đại học ngân hàng, kiến trúc, CDCNTD",1.2 Triệu/tháng,12 m²,Thủ Đức,Hồ Chí Minh,1.2 Triệu/tháng
168316,CHDV mới 100% Full NT ngay Cầu Kinh Thanh Đa Bình Thạnh. 20m2,3.3 Triệu/tháng,20 m²,Bình Thạnh,Hồ Chí Minh,3.3 Triệu/tháng
168315,"phòng trọ giá rẻ, có gác, 528/17/21 Tô Ngọc Vân, P.Tam Bình, Q.Thủ Đức",1.5 Triệu/tháng,15 m²,Thủ Đức,Hồ Chí Minh,1.5 Triệu/tháng
168314,"Cho thuê căn hộ"" Phát Tài Phát Lộc""",5.5 Triệu/tháng,48 m²,Phú Nhuận,Hồ Chí Minh,5.5 Triệu/tháng
167862,"PHÒNG ĐẸP CÓ Ban Công 21/1 Trường Sơn, P.4, Q.Tân Bình - DT: 28m2 - Giá Tốt mùa dịch",2.8 Triệu/tháng,28 m²,Tân Bình,Hồ Chí Minh,2.8 Triệu/tháng
168312,Ký túc xá ngay công viên Hoàng Văn Thụ siêu mới và đầy đủ tiện nghi khuyến mãi mùa dịch,1.1 Triệu/tháng,20 m²,Tân Bình,Hồ Chí Minh,1.1 Triệu/tháng
168311,Phòng 30m2 tầng 20 căn hộ view Tân Thuận(free Nước Internet),5 Triệu/tháng,30 m²,Quận 7,Hồ Chí Minh,5 Triệu/tháng
168310,Phòng Full nội thất 18m2 (Free NƯỚC INTERNET),3.3 Triệu/tháng,18 m²,Quận 7,Hồ Chí Minh,3.3 Triệu/tháng
168305,Cho thuê phòng trọ không cần cọc trước quận Tân Bình giá sinh viên,4 Triệu/tháng,30 m²,Tân Bình,Hồ Chí Minh,4 Triệu/tháng
168303,Cần  tìm  bạn  nữ  ở  ghép ở  quận  Tân  Phú  gần  chợ  trường  học,1 Triệu/tháng,21 m²,Tân Phú,Hồ Chí Minh,1 Triệu/tháng
123464,"Quận 10  Cho thuê phòng 15 m2 giá 2,6 triệu Bếp  WC riêng",2.6 Triệu/tháng,15 m²,Quận 10,Hồ Chí Minh,2.6 Triệu/tháng
168299,"Cho thuê phòng tại địa chỉ 666/46/29D, đường 3/2, P.14, Q.10",3.5 Triệu/tháng,20 m²,Quận 10,Hồ Chí Minh,3.5 Triệu/tháng
168342,"Phòng trọ 18m2 mới xây đẹp ,nhiều tiện ích xung quanh",2.5 Triệu/tháng,18 m²,Bình Chánh,Hồ Chí Minh,2.5 Triệu/tháng
132449,"Phòng trọ cao cấp ngay ngã tư Huỳnh Tấn Phát Nguyễn Thị Thập, quận 7",2.5 Triệu/tháng,25 m²,Quận 7,Hồ Chí Minh,2.5 Triệu/tháng
168160,"Phòng Master Chung Cư Hoàng Anh Gia Lai 3(New Sài Gòn) Gần ĐH RMIT, TĐT",4.5 Triệu/tháng,25 m²,Quận 7,Hồ Chí Minh,4.5 Triệu/tháng
167662,Cho Thuê Phòng CC Hoàng Anh Thanh Bình  Sát  LOTTE MART Q.7,3.6 Triệu/tháng,20 m²,Quận 7,Hồ Chí Minh,3.6 Triệu/tháng
168341,Cho thuê phòng trọ riêng biệt,3.4 Triệu/tháng,28 m²,Bình Thạnh,Hồ Chí Minh,3.4 Triệu/tháng
144432,"Còn phòng giảm giá là 1,5 và 2,3tr/ tháng vào ở ngay",2.3 Triệu/tháng,15 m²,Tân Phú,Hồ Chí Minh,2.3 Triệu/tháng
168340,Q7 cần tìm 1 bạn nữ ở ghép phòng 30m2 ở phú mỹ hưng,1.25 Triệu/tháng,30 m²,Quận 7,Hồ Chí Minh,1.25 Triệu/tháng
167125,"Cho thuê phòng Q.4 gần Đại Học Luật, phòng trống, vào ở ngay",2.9 Triệu/tháng,40 m²,Quận 4,Hồ Chí Minh,2.9 Triệu/tháng
168274,3tr8 đến 4tr2 có phòng mới 100% Ban công + FULL tiện nghi tại Nguyễn Văn Đậu,3.8 Triệu/tháng,25 m²,Bình Thạnh,Hồ Chí Minh,3.8 Triệu/tháng
168133,"Phòng trọ sạch sẽ, an ninh, cho nữ sinh viên giá chỉ 1tr2/tháng ngay Phạm Thế Hiển, Quận 8",1.2 Triệu/tháng,10 m²,Quận 8,Hồ Chí Minh,1.2 Triệu/tháng
146767,"Cho Thuê Phòng Mới Đầy Đủ Tiện Nghi Ngay, Ngay Đường Trần trần Lựu,P,An Phú Q2",3.9 Triệu/tháng,30 m²,Quận 2,Hồ Chí Minh,3.9 Triệu/tháng
126737,PHÒNG CHO NỮ THUÊ  ĐƯỜNG LÊ LƯ P PHÚ THỌ HÒA Q TÂN PHÚ TPHCM,1.3 Triệu/tháng,12 m²,Tân Phú,Hồ Chí Minh,1.3 Triệu/tháng
168293,"Cho thuê phòng trọ, căn hộ mini Quận 9, Quận 2, Tp. Thủ Đức",5.5 Triệu/tháng,30 m²,Quận 9,Hồ Chí Minh,5.5 Triệu/tháng
168336,Phòng trọ gần nhà văn hóa quận 2,3.2 Triệu/tháng,27 m²,Quận 2,Hồ Chí Minh,3.2 Triệu/tháng
168335,"CHO THUÊ PHÒNG TRỌ GIÁ RẺ, THOÁNG MÁT",2.3 Triệu/tháng,25 m²,Quận 7,Hồ Chí Minh,2.3 Triệu/tháng
168334,Cho thuê phòng trọ ngay Cầu Kinh Thanh Đa- Bình Thạnh,2 Triệu/tháng,16 m²,Bình Thạnh,Hồ Chí Minh,2 Triệu/tháng
168333,Cho Thuê Phòng Trọ Trung tâm Thủ Đức,1.8 Triệu/tháng,18 m²,Thủ Đức,Hồ Chí Minh,1.8 Triệu/tháng
168332,"Phòng căn hộ Yên Thế, Phường 2, Tân Bình",5 Triệu/tháng,24 m²,Tân Bình,Hồ Chí Minh,5 Triệu/tháng
168331,Share phòng trong căn hộ chung cư,4.5 Triệu/tháng,15 m²,Bình Thạnh,Hồ Chí Minh,4.5 Triệu/tháng
168330,"Phòng trọ giá sinh viên, ngay Hàng Xanh quận Bình Thạnh",2.5 Triệu/tháng,15 m²,Bình Thạnh,Hồ Chí Minh,2.5 Triệu/tháng
168379,"Cho thuê phòng trọ Bình Chiểu, Thủ Đức sát chợ Khiết Tâm 12m2 (có gác và VS trong)",1 Triệu/tháng,12 m²,Thủ Đức,Hồ Chí Minh,1 Triệu/tháng
168378,"CHO THUÊ PHÒNG TRỌ ( CÓ GÁC ) VỚI MỨC GIÁ HỢP LÝ, GẦN NHIỀU KHU VỰC TIỆN LỢI",1.9 Triệu/tháng,20 m²,Tân Phú,Hồ Chí Minh,1.9 Triệu/tháng
168375,Cho thuê phòng trọ quận 3 - Anh Bằng,3.5 Triệu/tháng,22 m²,Quận 3,Hồ Chí Minh,3.5 Triệu/tháng
168374,Cho thuê phòng Q6 ưu tiên sinh viên hs nvvp,1.2 Triệu/tháng,12 m²,Quận 6,Hồ Chí Minh,1.2 Triệu/tháng
168372,"Phòng trọ Bình Thạnh có cửa sổ, máy lạnh",3 Triệu/tháng,20 m²,Bình Thạnh,Hồ Chí Minh,3 Triệu/tháng
168371,"Phòng MỚI XÂY ĐẸP TÔ HIẾN THÀNH gần BigC, chợ thuốc, Giờ tự do,",4 Triệu/tháng,25 m²,Quận 10,Hồ Chí Minh,4 Triệu/tháng
166607,"CHO THUÊ PHÒNG  ĐƯỜNG TRƯỜNG SƠN, P.4, Q.TB, DT: 15m2  GIẢM  MÙA DỊCH CHO KH (GẦN SÂN BAY)",2 Triệu/tháng,16 m²,Tân Bình,Hồ Chí Minh,2 Triệu/tháng
168369,Phòng trọ cho thuê Nguyễn Văn Khối phường 11 Gò Vấp,2 Triệu/tháng,20 m²,Gò Vấp,Hồ Chí Minh,2 Triệu/tháng
168368,Cho thuê phòng trọ quận Bình Thạnh,47 Nghìn/tháng,40 m²,Bình Thạnh,Hồ Chí Minh,47 Nghìn/tháng
168362,Cho thuê nguyên tầng trệt giá rẻ Q. Tân phú,2.5 Triệu/tháng,27 m²,Tân Phú,Hồ Chí Minh,2.5 Triệu/tháng
168326,CHO THUÊ PHÒNG TRỐNG TRONG NHÀ NGUYÊN CĂN NGAY TRUNG TÂM QUẬN 1,3.5 Triệu/tháng,20 m²,Quận 1,Hồ Chí Minh,3.5 Triệu/tháng
168357,PHÒNG CHO THUÊ MỚI XÂY CHƯA SỬ DỤNG,3 Triệu/tháng,20 m²,Quận 11,Hồ Chí Minh,3 Triệu/tháng
168352,"cho thuê CHDV FULL Nội Thất 289 Nam kì Khởi Nghĩa, Quận 3",2.5 Triệu/tháng,20 m²,Quận 3,Hồ Chí Minh,2.5 Triệu/tháng
168349,"Phòng Trọ 24m2, Hẻm 44 Bùi Văn Ba Q7",2.8 Triệu/tháng,24 m²,Quận 7,Hồ Chí Minh,2.8 Triệu/tháng
133204,"PHÒNG TRỌ CAO CẤP AN NINH, YÊN TĨNH,SẠCH SẼ, GẦN CÔNG VIÊN LÀNG HOA GÒ VẤP",2 Triệu/tháng,20 m²,Gò Vấp,Hồ Chí Minh,2 Triệu/tháng
168348,"Phòng trọ giá rẻ thoáng sáng số 2 Nguyễn Thị Định, 5p đến Mai Chí Thọ",3 Triệu/tháng,25 m²,Quận 2,Hồ Chí Minh,3 Triệu/tháng
168347,KTX CAO CẤP FULL NỘI THẤT KHU VỰC BÌNH THẠNH,1.2 Triệu/tháng,14 m²,Bình Thạnh,Hồ Chí Minh,1.2 Triệu/tháng
168346,Phòng trọ full tiện nghi giá rẻ tại Bình Thạnh,4.5 Triệu/tháng,15 m²,Bình Thạnh,Hồ Chí Minh,4.5 Triệu/tháng
168344,"Phòng trọ Quận 7 cho công nhân, sinh viên thuê giá rẻ",2.1 Triệu/tháng,9 m²,Quận 7,Hồ Chí Minh,2.1 Triệu/tháng
168343,PHÒNG TRỌ 2-3 NGƯỜI Ở TẠI BẮC HẢI QUẬN 10,3.2 Triệu/tháng,24 m²,Quận 10,Hồ Chí Minh,3.2 Triệu/tháng
168408,"Cho thuê phòng trọ sát mặt tiền Võ Văn Vân, Bình Chánh, TP HCM",1.3 Triệu/tháng,10 m²,Bình Chánh,Hồ Chí Minh,1.3 Triệu/tháng
168407,"Cho thuê nhà nguyên căn, hẻm 390/34/3 QL1A, KP3, P.BHHB",3 Triệu/tháng,48 m²,Bình Tân,Hồ Chí Minh,3 Triệu/tháng
168405,Cho thuê phòng 1 nữ ở quận 3 TPHCM,2.4 Triệu/tháng,20 m²,Quận 3,Hồ Chí Minh,2.4 Triệu/tháng
168403,Cho Thuê phòng giá rẻ nhà sạch sẽ thoáng mát,1.4 Triệu/tháng,18 m²,Tân Bình,Hồ Chí Minh,1.4 Triệu/tháng
168402,Cần cho thuê phòng trọ hẻm gần Đại học Bách Khoa,3.5 Triệu/tháng,20 m²,Quận 10,Hồ Chí Minh,3.5 Triệu/tháng
168399,Phòng trọ giá rẻ-quận bình thạnh,2 Triệu/tháng,15 m²,Bình Thạnh,Hồ Chí Minh,2 Triệu/tháng
168398,Cho thuê phòng trọ giá sinh viên,2.5 Triệu/tháng,15 m²,Gò Vấp,Hồ Chí Minh,2.5 Triệu/tháng
168397,"Nhà trọ NGUYÊN CĂN - Độc lập với chủ 2,2tr tại Gò Vấp",2.2 Triệu/tháng,20 m²,Gò Vấp,Hồ Chí Minh,2.2 Triệu/tháng
168396,cho thuê phòng trọ gần đh spkt,1.6 Triệu/tháng,15 m²,Thủ Đức,Hồ Chí Minh,1.6 Triệu/tháng
168395,"Phòng trọ quận 8 cần cho thuê, giá rẻ",2200 Triệu/tháng,15 m²,Quận 8,Hồ Chí Minh,2200 Triệu/tháng
168393,"Cho Thuê Phòng Trọ Có Gác Giờ Giấc Tự Do Gần Q8, Q7, Q10,...,Đường Lớn Giá rẻ",2 Triệu/tháng,19 m²,Bình Chánh,Hồ Chí Minh,2 Triệu/tháng
168392,Cần cho thuê phòng trọ gấp,1 Triệu/tháng,12 m²,Quận 1,Hồ Chí Minh,1 Triệu/tháng
168390,Cho thuê phòng trọ 25m2 quận Bình Thạnh,3 Triệu/tháng,25 m²,Bình Thạnh,Hồ Chí Minh,3 Triệu/tháng
167799,"Phòng cho thuê có ban công, nội thất, D1 P25, Q.Bình Thạnh có hỗ trợ dịch mỗi tháng",4.2 Triệu/tháng,24 m²,Bình Thạnh,Hồ Chí Minh,4.2 Triệu/tháng
168388,"Cho thuê phòng trọ Nhất Chi Mai, Tân Bình",4 Triệu/tháng,20 m²,Tân Bình,Hồ Chí Minh,4 Triệu/tháng
168387,CHO THUÊ PHÒNG TRỌ  DIỆN TÍCH 15 M2 - CHÍNH CHỦ,1.5 Triệu/tháng,15 m²,Thủ Đức,Hồ Chí Minh,1.5 Triệu/tháng
168386,📣 CHỈ CÒN VÀI PHÒNG ▪ LÊ ĐỨC THỌ GV ▪ FULL NỘI THẤT,300000 Triệu/tháng,20 m²,Gò Vấp,Hồ Chí Minh,300000 Triệu/tháng
168384,cho thuê phòng troh quận 1 full nội thất,2.5 Triệu/tháng,16 m²,Quận 1,Hồ Chí Minh,2.5 Triệu/tháng
157634,"Phòng nhà đúc mới 25m2, sạch, đẹp, rộng gần ĐHYD, BV Chợ rẫy, an ninh, xe free, hình thật, chính chủ",2.8 Triệu/tháng,25 m²,Quận 5,Hồ Chí Minh,2.8 Triệu/tháng
168382,Dtsd 50m2 Hẻm 373 Thống Nhất P11 Gò Vấp,3 Triệu/tháng,50 m²,Gò Vấp,Hồ Chí Minh,3 Triệu/tháng
144919,"Cho thuê phòng trọ mặt tiền hẻm Ba Vì quận Tân Bình, TP. HCM",3.8 Triệu/tháng,20 m²,Tân Bình,Hồ Chí Minh,3.8 Triệu/tháng
168147,Phòng Master Rộng 45m2 Chung Cư Cao Cấp Hoàng Anh Giai Việt Q.8,6 Triệu/tháng,45 m²,Quận 8,Hồ Chí Minh,6 Triệu/tháng
168431,"Phòng trọ mới quận 7 , giá tốt",4.5 Triệu/tháng,20 m²,Quận 7,Hồ Chí Minh,4.5 Triệu/tháng
168400,Cho Thuê Phòng Trọ CHDV Full nội thất Cao Cấp Giá Rẻ Q10,6 Triệu/tháng,40 m²,Quận 10,Hồ Chí Minh,6 Triệu/tháng
167884,KTX Quận 10 950.000 đ/tháng( Ưu Đãi Tháng 12),950 Nghìn/tháng,50 m²,Quận 10,Hồ Chí Minh,950 Nghìn/tháng
168426,CHO THUÊ PHÒNG TRỌ GẦN GA SÀI GÒN,3.2 Triệu/tháng,20 m²,Quận 3,Hồ Chí Minh,3.2 Triệu/tháng
168422,cho thuê phòng huỳnh văn bánh quận phú nhuận,500000 Triệu/tháng,30 m²,Phú Nhuận,Hồ Chí Minh,500000 Triệu/tháng
168419,Cho thuê phòng trọ gần KCX Tân Thuận,2.8 Triệu/tháng,24 m²,Quận 7,Hồ Chí Minh,2.8 Triệu/tháng
168066,Nhà Nguyên Căn MT KD Đa Ngành Q10,30 Triệu/tháng,200 m²,Quận 10,Hồ Chí Minh,30 Triệu/tháng
168418,Phòng 30m2 kề Him Lam và Lotte mart,3 Triệu/tháng,30 m²,Quận 7,Hồ Chí Minh,3 Triệu/tháng
168242,3tr7 có ngay phòng Cửa Sổ  + FULL tiện nghi tại 250 Nguyễn Thượng Hiền Phú Nhuận,3.7 Triệu/tháng,25 m²,Phú Nhuận,Hồ Chí Minh,3.7 Triệu/tháng
168416,CHO THUÊ 2 phòng diện tích 25m2,4 Triệu/tháng,25 m²,Quận 10,Hồ Chí Minh,4 Triệu/tháng
168415,CHO THUÊ PHÒNG CÓ NỘI THẤT ĐƯỜNG D2,4.2 Triệu/tháng,20 m²,Bình Thạnh,Hồ Chí Minh,4.2 Triệu/tháng
168414,"Cho thuê căn hộ mini 64 đường số 10, KDC Trung Sơn, Bình Chánh",3 Triệu/tháng,30 m²,Bình Chánh,Hồ Chí Minh,3 Triệu/tháng
167881,"Ký túc xá 52, Hỗ trợ giá mùa dịch",850 Nghìn/tháng,32 m²,Quận 10,Hồ Chí Minh,850 Nghìn/tháng
168413,"CHO THUÊ Phòng trọ mới xây, sạch đẹp, rẻ (Chính CHỦ)",4 Triệu/tháng,50 m²,Tân Bình,Hồ Chí Minh,4 Triệu/tháng
168412,CHO THUÊ PHÒNG ĐẦY ĐỦ NỘI THẤT,4 Triệu/tháng,25 m²,Bình Thạnh,Hồ Chí Minh,4 Triệu/tháng
168411,PHÒNG TRỌ - CĂN HỘ MINI ĐẦY ĐỦ TIỆN NGHI,3 Triệu/tháng,35 m²,Quận 2,Hồ Chí Minh,3 Triệu/tháng
168409,Phòng cho Nữ thuê ở Phú Nhuận,1.6 Triệu/tháng,16 m²,Phú Nhuận,Hồ Chí Minh,1.6 Triệu/tháng
167687,"KÝ TÚC XÁ- SLEEPBOX GÒ VẤP, RIÊNG TƯ, YÊN TĨNH",1.85 Triệu/tháng,40 m²,Gò Vấp,Hồ Chí Minh,1.85 Triệu/tháng
